COUNTRY,COMP,YEAR,HEXP,HC3,DALE,SMALL,GINI,TROPICS,POPDEN,PUBTHE,GDPC,LCOMP,LDALE,LHEXP,LHC,LPOPDEN,WBNUMBER,STRATUM,GROUPTI,LGDPC,LHEXP2,LHC2,LHEXPHC,T93,T94,T95,T96,T97,TIME,GEFF,VOICE,COUNTRY,OECD,LGDPC2             
Russian Federati,73.56212,1996,254.5743,9.430069,60.44628,0,0.4641,0,8756.286,76.8,4680.818,4.29813,4.101755,5.539593,2.243903,9.0775271,207,207,5,8.4512282,15.3435453,2.5175503,12.4303094,0,0,0,1,0,4,-0.595,-0.311,147,0,71.4232574
Russian Federati,74.38605,1997,252.7642,9.403489,61.39885,0,0.4641,0,8756.286,76.8,4680.818,4.309268,4.117391,5.532457,2.241081,9.0775271,207,207,5,8.4512282,15.3040402,2.511222,12.3986843,0,0,0,0,1,5,-0.595,-0.311,147,0,71.4232574
Rwanda          ,56.3897,1993,37.96833,3.088496,32.81456,0,0.2784,1,344.0166,50.1,825.3057,4.032287,3.490872,3.636753,1.127684,5.8406899,208,208,5,6.7157539,6.6129862,0.6358356,4.1011082,1,0,0,0,0,1,-1.204,-1.175,148,0,45.10135
Rwanda          ,56.41842,1994,28.53933,3.204114,32.85266,0,0.2784,1,344.0166,50.1,825.3057,4.032796,3.492033,3.351283,1.164436,5.8406899,208,208,5,6.7157539,5.6155489,0.6779556,3.9023546,0,1,0,0,0,2,-1.204,-1.175,148,0,45.10135
Rwanda          ,56.44714,1995,34.0043,3.32233,32.89077,0,0.2784,1,344.0166,50.1,825.3057,4.033305,3.493192,3.526487,1.200666,5.8406899,208,208,5,6.7157539,6.2180553,0.7207994,4.234133,0,0,1,0,0,3,-1.204,-1.175,148,0,45.10135
Rwanda          ,56.47586,1996,36.27924,3.432285,32.92886,0,0.2784,1,344.0166,50.1,825.3057,4.033813,3.494349,3.591246,1.233226,5.8406899,208,208,5,6.7157539,6.4485239,0.7604232,4.4288179,0,0,0,1,0,4,-1.204,-1.175,148,0,45.10135
Rwanda          ,56.50459,1997,35.48814,3.546137,32.96697,0,0.2784,1,344.0166,50.1,825.3057,4.034322,3.495506,3.569199,1.265859,5.8406899,208,208,5,6.7157539,6.3695908,0.8011995,4.5181027,0,0,0,0,1,5,-1.204,-1.175,148,0,45.10135
Saudi Arabia    ,78.88734,1993,371.0197,3.40883,63.33136,0,0.3679,0,1036.877,89.6,9608.968,4.368021,4.148381,5.916255,1.226369,6.9439686,209,209,5,9.1704521,17.5010366,0.7519905,7.2555117,1,0,0,0,0,1,-0.349,-1.103,149,0,84.0971919
Saudi Arabia    ,79.16318,1994,353.7677,3.521629,63.62983,0,0.3679,0,1036.877,89.6,9608.968,4.371511,4.153082,5.86864,1.258924,6.9439686,209,209,5,9.1704521,17.2204677,0.7924448,7.3881717,0,1,0,0,0,2,-0.349,-1.103,149,0,84.0971919
Saudi Arabia    ,79.43896,1995,334.0064,3.631168,63.92844,0,0.3679,0,1036.877,89.6,9608.968,4.374989,4.157764,5.81116,1.289554,6.9439686,209,209,5,9.1704521,16.8847903,0.8314748,7.4938046,0,0,1,0,0,3,-0.349,-1.103,149,0,84.0971919
Saudi Arabia    ,79.71467,1996,331.3602,3.73854,64.22718,0,0.3679,0,1036.877,89.6,9608.968,4.378454,4.162426,5.803206,1.318695,6.9439686,209,209,5,9.1704521,16.8385999,0.8694783,7.6526587,0,0,0,1,0,4,-0.349,-1.103,149,0,84.0971919
Saudi Arabia    ,79.99033,1997,336.3139,3.848405,64.52606,0,0.3679,0,1036.877,89.6,9608.968,4.381906,4.167069,5.818045,1.347659,6.9439686,209,209,5,9.1704521,16.9248238,0.9080924,7.8407407,0,0,0,0,1,5,-0.349,-1.103,149,0,84.0971919
Sudan           ,60.14378,1993,33.09784,1.660916,40.18339,0,0.334725,1,1107.26,20.9,1260.87,4.096738,3.693454,3.499468,0.507369,7.0096438,210,210,5,7.1395572,6.1231381,0.1287117,1.7755216,1,0,0,0,0,1,-1.697,-1.498,150,0,50.9732776
Sudan           ,60.69453,1994,33.73927,1.726236,40.83522,0,0.334725,1,1107.26,20.9,1260.87,4.105854,3.709545,3.518662,0.5459436,7.0096438,210,210,5,7.1395572,6.1904911,0.1490272,1.920991,0,1,0,0,0,2,-1.697,-1.498,150,0,50.9732776
Sudan           ,61.24493,1995,41.43644,1.794244,41.48549,0,0.334725,1,1107.26,20.9,1260.87,4.114881,3.725344,3.724161,0.5845836,7.0096438,210,210,5,7.1395572,6.9346876,0.170869,2.1770834,0,0,1,0,0,3,-1.697,-1.498,150,0,50.9732776
Sudan           ,61.79492,1996,42.24892,1.843871,42.13407,0,0.334725,1,1107.26,20.9,1260.87,4.123821,3.740857,3.743579,0.6118672,7.0096438,210,210,5,7.1395572,7.0071919,0.1871907,2.2905732,0,0,0,1,0,4,-1.697,-1.498,150,0,50.9732776
Sudan           ,62.34449,1997,44.13045,1.894548,42.78084,0,0.334725,1,1107.26,20.9,1260.87,4.132675,3.75609,3.78715,0.6389805,7.0096438,210,210,5,7.1395572,7.1712526,0.204148,2.419915,0,0,0,0,1,5,-1.697,-1.498,150,0,50.9732776
Senegal         ,69.47527,1993,64.64751,2.383482,42.74144,0,0.3956,1,446.6203,55.7,1582.494,4.240971,3.755169,4.16895,0.8685623,6.1017088,211,211,5,7.3667574,8.6900721,0.3772002,3.6209928,1,0,0,0,0,1,0.047,-0.292,151,0,54.269114
Senegal         ,69.73756,1994,63.35638,2.423263,43.20656,0,0.3956,1,446.6203,55.7,1582.494,4.244739,3.765992,4.148776,0.8851148,6.1017088,211,211,5,7.3667574,8.6061711,0.3917141,3.672143,0,1,0,0,0,2,0.047,-0.292,151,0,54.269114
Senegal         ,70.00211,1995,67.67027,2.464062,43.67096,0,0.3956,1,446.6203,55.7,1582.494,4.248525,3.776683,4.214647,0.9018113,6.1017088,211,211,5,7.3667574,8.8816247,0.4066318,3.8008163,0,0,1,0,0,3,0.047,-0.292,151,0,54.269114
Senegal         ,70.26904,1996,69.53446,2.503412,44.13458,0,0.3956,1,446.6203,55.7,1582.494,4.252331,3.787244,4.241823,0.9176544,6.1017088,211,211,5,7.3667574,8.9965312,0.4210448,3.8925275,0,0,0,1,0,4,0.047,-0.292,151,0,54.269114
Senegal         ,70.53847,1997,71.21223,2.566952,44.59739,0,0.3956,1,446.6203,55.7,1582.494,4.256158,3.797675,4.265665,0.9427191,6.1017088,211,211,5,7.3667574,9.0979489,0.4443597,4.0213239,0,0,0,0,1,5,0.047,-0.292,151,0,54.269114
Singapore       ,88.03452,1993,652.0869,6.155773,68.71217,0,0.29035,1,6034.416,35.8,25322.54,4.477729,4.229926,6.480178,1.81739,8.7052344,212,212,5,10.1394502,20.9963535,1.6514532,11.7770107,1,0,0,0,0,1,2.082,0.04,152,0,102.8084501
Singapore       ,88.35966,1994,664.1129,6.24524,69.01112,0,0.29035,1,6034.416,35.8,25322.54,4.481415,4.234268,6.498452,1.83182,8.7052344,212,212,5,10.1394502,21.1149392,1.6777823,11.9039943,0,1,0,0,0,2,2.082,0.04,152,0,102.8084501
Singapore       ,88.68977,1995,753.7405,6.33423,69.31416,0,0.29035,1,6034.416,35.8,25322.54,4.485145,4.238649,6.625048,1.845968,8.7052344,212,212,5,10.1394502,21.9456305,1.7037989,12.2296266,0,0,1,0,0,3,2.082,0.04,152,0,102.8084501
Singapore       ,88.81583,1996,790.3853,6.422695,69.42974,0,0.29035,1,6034.416,35.8,25322.54,4.486565,4.240315,6.672521,1.859838,8.7052344,212,212,5,10.1394502,22.2612682,1.7294987,12.4098081,0,0,0,1,0,4,2.082,0.04,152,0,102.8084501
Singapore       ,88.94195,1997,784.9989,6.510588,69.54531,0,0.29035,1,6034.416,35.8,25322.54,4.487984,4.241979,6.665682,1.87343,8.7052344,212,212,5,10.1394502,22.2156583,1.75487,12.4876886,0,0,0,0,1,5,2.082,0.04,152,0,102.8084501
Solomon Islands ,73.50238,1997,81.02076,4.927823,63.3673,0,0.381411,1,14.53121,99.3,2531.899,4.297318,4.148948,4.394705,1.594897,2.6762988,213,213,1,7.8367249,9.656716,1.2718482,7.0091018,0,0,0,0,1,5,-0.5205302,1.173,153,0,61.414257
Sierra Leone    ,35.69057,1997,31.44406,2.573255,25.92086,0,0.6091,1,66.30461,9.7,641.7155,3.574887,3.255048,3.44821,0.9451716,4.1942594,214,214,1,6.4641451,5.9450761,0.4466747,3.2591502,0,0,0,0,1,5,0.009,-1.623,154,0,41.7851713
El Salvador     ,67.86023,1993,154.3263,3.592362,59.22853,0,0.5001,1,290.1394,37.2,3246.094,4.21745,4.081403,5.03907,1.27881,5.6703615,215,215,5,8.0852077,12.6961132,0.8176775,6.4440131,1,0,0,0,0,1,-0.262,-0.1,155,0,65.3705837
El Salvador     ,68.31467,1994,166.354,3.630864,59.78866,0,0.5001,1,290.1394,37.2,3246.094,4.224124,4.090816,5.114119,1.289471,5.6703615,215,215,5,8.0852077,13.0771066,0.8313677,6.5945081,0,1,0,0,0,2,-0.262,-0.1,155,0,65.3705837
El Salvador     ,68.75374,1995,217.8704,3.669905,60.34765,0,0.5001,1,290.1394,37.2,3246.094,4.230531,4.100122,5.3839,1.300166,5.6703615,215,215,5,8.0852077,14.4931896,0.8452158,6.9999637,0,0,1,0,0,3,-0.262,-0.1,155,0,65.3705837
El Salvador     ,69.17805,1996,242.4733,3.752509,60.90556,0,0.5001,1,290.1394,37.2,3246.094,4.236683,4.109324,5.490891,1.322425,5.6703615,215,215,5,8.0852077,15.074942,0.8744039,7.2612915,0,0,0,1,0,4,-0.262,-0.1,155,0,65.3705837
El Salvador     ,69.58823,1997,227.2266,3.835982,61.46243,0,0.5001,1,290.1394,37.2,3246.094,4.242595,4.118426,5.425948,1.344425,5.6703615,215,215,5,8.0852077,14.7204558,0.9037393,7.2947801,0,0,0,0,1,5,-0.262,-0.1,155,0,65.3705837
Somalia         ,49.36176,1997,11.06188,1.0606,36.31383,0,0.334725,1,13.70896,71.4,737.4588,3.899176,3.592199,2.403505,0.0588348,2.6180496,216,216,1,6.6032102,2.8884181,0.0017308,0.1414097,0,0,0,0,1,5,-1.697,-1.694,156,0,43.6023852
Sao Tome and Pri,65.90848,1997,45.01418,4.009726,53.48042,0,0.444238,0,2323.658,75,1125.355,4.188267,3.979316,3.806978,1.388723,7.7508979,217,217,1,7.0258538,7.2465407,0.9642758,5.2868379,0,0,0,0,1,5,-1.094869,0.821,157,0,49.3626219
Suriname        ,73.84212,1997,258.0252,6.384112,62.68356,0,0.474325,1,2.829329,34,3395.068,4.301929,4.138099,5.553057,1.853812,1.0400396,218,218,1,8.1300791,15.418221,1.7183095,10.2943237,0,0,0,0,1,5,-0.146,0.283,158,0,66.0981857
Slovakia        ,83.77671,1993,269.0399,10.16979,65.84834,0,0.1873,0,111.2180023,81.8,7057.612,4.428155,4.187354,5.59486,2.319422,4.7114923,219,219,5,8.861862,15.6512292,2.6898592,12.9768414,1,0,0,0,0,1,-0.032,0.738,159,1,78.5325986
Slovakia        ,84.0414,1994,292.8131,10.18704,66.10777,0,0.1873,0,111.2180023,81.8,7057.612,4.43131,4.191286,5.679534,2.321116,4.7114923,219,219,5,8.861862,16.1285532,2.6937897,13.1828572,0,1,0,0,0,2,-0.032,0.738,159,1,78.5325986
Slovakia        ,84.3168,1995,426.9692,10.20378,66.3773,0,0.1873,0,111.2180023,81.8,7057.612,4.434581,4.195355,6.056712,2.322758,4.7114923,219,219,5,8.861862,18.3418801,2.6976024,14.0682763,0,0,1,0,0,3,-0.032,0.738,159,1,78.5325986
Slovakia        ,84.54215,1996,527.4666,10.22005,66.5976,0,0.1873,0,111.2180023,81.8,7057.612,4.43725,4.198668,6.268085,2.324351,4.7114923,219,219,5,8.861862,19.6444448,2.7013038,14.5692296,0,0,0,1,0,4,-0.032,0.738,159,1,78.5325986
Slovakia        ,84.67699,1997,606.9547,10.23584,66.72929,0,0.1873,0,111.2180023,81.8,7057.612,4.438844,4.200644,6.408454,2.325895,4.7114923,219,219,5,8.861862,20.5341413,2.7048938,14.9053911,0,0,0,0,1,5,-0.032,0.738,159,1,78.5325986
Slovenia        ,86.4761,1993,835.5659,8.871078,67.27425,0,0.2604,0,95.5189972,80.8,11083.81,4.459868,4.208777,6.728109,2.182796,4.5593252,220,220,5,9.3132408,22.6337254,2.3822992,14.6860894,1,0,0,0,0,1,0.567,1.066,160,0,86.7364535
Slovenia        ,86.66374,1994,878.2853,8.927502,67.44841,0,0.2604,0,95.5189972,80.8,11083.81,4.462036,4.211363,6.777971,2.189137,4.5593252,220,220,5,9.3132408,22.9704454,2.3961604,14.8379071,0,1,0,0,0,2,0.567,1.066,160,0,86.7364535
Slovenia        ,86.95448,1995,1013.998,8.982542,67.71786,0,0.2604,0,95.5189972,80.8,11083.81,4.465385,4.21535,6.921656,2.195283,4.5593252,220,220,5,9.3132408,23.9546609,2.4096337,15.1949937,0,0,1,0,0,3,0.567,1.066,160,0,86.7364535
Slovenia        ,87.36068,1996,986.8265,9.039304,68.09354,0,0.2604,0,95.5189972,80.8,11083.81,4.470045,4.220882,6.894494,2.201582,4.5593252,220,220,5,9.3132408,23.7670238,2.4234817,15.1787939,0,0,0,1,0,4,0.567,1.066,160,0,86.7364535
Slovenia        ,87.92419,1997,1041.878,9.087756,68.61326,0,0.2604,0,95.5189972,80.8,11083.81,4.476475,4.228486,6.94878,2.206928,4.5593252,220,220,5,9.3132408,24.1427717,2.4352656,15.3354571,0,0,0,0,1,5,0.567,1.066,160,0,86.7364535
Sweden          ,90.96922,1993,1837.521,9.59424,72.25932,0,0.2429,0,19.95147,78,21093.61,4.510521,4.280262,7.516173,2.261163,2.9933028,221,221,5,9.9567254,28.2464283,2.5564291,16.9952923,1,0,0,0,0,1,1.573,1.628,161,1,99.1363813
Sweden          ,91.22634,1994,1845.806,9.628721,72.50027,0,0.2429,0,19.95147,78,21093.61,4.513344,4.28359,7.520671,2.26475,2.9933028,221,221,5,9.9567254,28.2802461,2.5645463,17.0324396,0,1,0,0,0,2,1.573,1.628,161,1,99.1363813
Sweden          ,91.48371,1995,1846.058,9.662268,72.7413,0,0.2429,0,19.95147,78,21093.61,4.516161,4.28691,7.520808,2.268228,2.9933028,221,221,5,9.9567254,28.2812765,2.5724291,17.0589073,0,0,1,0,0,3,1.573,1.628,161,1,99.1363813
Sweden          ,91.77089,1996,1908.415,9.694895,73.01006,0,0.2429,0,19.95147,78,21093.61,4.519295,4.290597,7.554029,2.2716,2.9933028,221,221,5,9.9567254,28.5316771,2.5800833,17.1597323,0,0,0,1,0,4,1.573,1.628,161,1,99.1363813
Sweden          ,92.01078,1997,1940.612,9.726622,73.23441,0,0.2429,0,19.95147,78,21093.61,4.521906,4.293665,7.570759,2.274867,2.9933028,221,221,5,9.9567254,28.6581959,2.5875099,17.2224698,0,0,0,0,1,5,1.573,1.628,161,1,99.1363813
Stockholm       ,87.42791,1997,2006.389,10.44569,71.80558,5,0.2429,0,19.95147,78,21093.61,4.470815,4.273962,7.604092,2.34619,2.9933028,222,222,1,9.9567254,28.9111076,2.7523038,17.8406446,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Malmöhus        ,87.56844,1997,1780.244,9.662268,71.9546,5,0.2429,0,19.95147,78,21093.61,4.472421,4.276035,7.484506,2.268228,2.9933028,223,223,1,9.9567254,28.008915,2.5724291,16.9765661,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Halland         ,88.46008,1997,1913.857,9.270555,72.90009,5,0.2429,0,19.95147,78,21093.61,4.482552,4.28909,7.556876,2.226843,2.9933028,224,224,1,9.9567254,28.5531874,2.4794149,16.8279764,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Bohuslan        ,87.70412,1997,1867.192,9.792839,72.09848,5,0.2429,0,19.95147,78,21093.61,4.473969,4.278033,7.532191,2.281651,2.9933028,225,225,1,9.9567254,28.3669506,2.6029656,17.1858311,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Alvsborg        ,87.70412,1997,1879.955,8.87884,72.09848,5,0.2429,0,19.95147,78,21093.61,4.473969,4.278033,7.539003,2.183671,2.9933028,226,226,1,9.9567254,28.4182831,2.3842095,16.4627022,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Skaraborg       ,87.70412,1997,1874.77,8.87884,72.09848,5,0.2429,0,19.95147,78,21093.61,4.473969,4.278033,7.536242,2.183671,2.9933028,227,227,1,9.9567254,28.3974717,2.3842095,16.4566731,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Värmland        ,86.83671,1997,2129.233,9.401126,71.17867,5,0.2429,0,19.95147,78,21093.61,4.464029,4.265193,7.663517,2.240829,2.9933028,228,228,1,9.9567254,29.3647464,2.5106573,17.1726311,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Orebro          ,87.26799,1997,2140.201,9.401126,71.636,5,0.2429,0,19.95147,78,21093.61,4.468984,4.271598,7.668655,2.240829,2.9933028,229,229,1,9.9567254,29.4041348,2.5106573,17.1841445,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Västmanland     ,87.56844,1997,1909.27,9.401126,71.9546,5,0.2429,0,19.95147,78,21093.61,4.472421,4.276035,7.554476,2.240829,2.9933028,230,230,1,9.9567254,28.5350538,2.5106573,16.9282889,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Dalarna         ,87.24377,1997,1981.062,9.270555,71.61031,5,0.2429,0,19.95147,78,21093.61,4.468706,4.271239,7.591389,2.226843,2.9933028,231,231,1,9.9567254,28.8145935,2.4794149,16.9048315,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Gävleborg       ,86.92877,1997,2228.745,8.87884,71.2763,5,0.2429,0,19.95147,78,21093.61,4.465089,4.266564,7.709194,2.183671,2.9933028,232,232,1,9.9567254,29.7158361,2.3842095,16.8343434,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Uppsala         ,88.36802,1997,1846.851,10.05398,72.80247,5,0.2429,0,19.95147,78,21093.61,4.48151,4.28775,7.521237,2.307969,2.9933028,233,233,1,9.9567254,28.284503,2.6633605,17.3587818,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Västernorrland  ,87.12746,1997,2139.603,9.531697,71.48698,5,0.2429,0,19.95147,78,21093.61,4.467372,4.269516,7.668375,2.254623,2.9933028,234,234,1,9.9567254,29.4019876,2.5416624,17.2892946,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Jämtland        ,87.22923,1997,2098.921,9.792839,71.59489,5,0.2429,0,19.95147,78,21093.61,4.468539,4.271024,7.649179,2.281651,2.9933028,235,235,1,9.9567254,29.2549697,2.6029656,17.4527569,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Västerbotten    ,87.36975,1997,2112.282,10.18455,71.74391,5,0.2429,0,19.95147,78,21093.61,4.470149,4.273103,7.655524,2.320872,2.9933028,236,236,1,9.9567254,29.3035239,2.6932234,17.7674913,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Norrbotten      ,86.91424,1997,2460.673,10.05398,71.26089,5,0.2429,0,19.95147,78,21093.61,4.464922,4.266347,7.80819,2.307969,2.9933028,237,237,1,9.9567254,30.4839155,2.6633605,18.0210605,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Gotland         ,86.95301,1997,2292.76,9.009412,71.30199,5,0.2429,0,19.95147,78,21093.61,4.465368,4.266924,7.737512,2.19827,2.9933028,238,238,1,9.9567254,29.934546,2.4161955,17.0091405,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Malmö           ,87.56844,1997,2003.797,9.662268,71.9546,5,0.2429,0,19.95147,78,21093.61,4.472421,4.276035,7.602799,2.268228,2.9933028,239,239,1,9.9567254,28.9012763,2.5724291,17.2448816,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Göteborg        ,87.70412,1997,1911.663,9.792839,72.09848,5,0.2429,0,19.95147,78,21093.61,4.473969,4.278033,7.555729,2.281651,2.9933028,240,240,1,9.9567254,28.5445204,2.6029656,17.2395366,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Sörmland        ,87.46667,1997,1874.172,9.662268,71.84669,5,0.2429,0,19.95147,78,21093.61,4.471258,4.274535,7.535922,2.268228,2.9933028,241,241,1,9.9567254,28.3950602,2.5724291,17.0931893,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Ostergötland    ,87.55875,1997,1825.712,9.401126,71.94432,5,0.2429,0,19.95147,78,21093.61,4.47231,4.275892,7.509726,2.240829,2.9933028,242,242,1,9.9567254,28.1979923,2.5106573,16.8280118,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Jönköping       ,88.03365,1997,1883.944,8.74827,72.4479,5,0.2429,0,19.95147,78,21093.61,4.477719,4.282867,7.541122,2.168856,2.9933028,243,243,1,9.9567254,28.4342605,2.3519682,16.3556077,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Kronoberg       ,88.61515,1997,1846.851,9.270555,73.06453,5,0.2429,0,19.95147,78,21093.61,4.484303,4.291343,7.521237,2.226843,2.9933028,244,244,1,9.9567254,28.284503,2.4794149,16.748614,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Kalmar          ,87.62659,1997,2094.933,8.74827,72.01626,5,0.2429,0,19.95147,78,21093.61,4.473084,4.276892,7.647277,2.168856,2.9933028,245,245,1,9.9567254,29.2404228,2.3519682,16.5858426,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Blekinge        ,87.73319,1997,2222.962,9.009412,72.1293,5,0.2429,0,19.95147,78,21093.61,4.4743,4.278461,7.706596,2.19827,2.9933028,246,246,1,9.9567254,29.695811,2.4161955,16.9411788,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Kristianstad    ,87.56844,1997,1986.846,8.87884,71.9546,5,0.2429,0,19.95147,78,21093.61,4.472421,4.276035,7.594304,2.183671,2.9933028,247,247,1,9.9567254,28.8367266,2.3842095,16.5834614,0,0,0,0,1,5,1.573,1.628, ,1,99.1363813
Swaziland       ,57.55075,1993,108.9033,4.702695,36.52346,0,0.5755,0,55.82768,72.3,3445.915,4.052667,3.597955,4.690461,1.548136,4.0222698,248,248,5,8.1449448,11.0002122,1.1983625,7.2614715,1,0,0,0,0,1,-0.474,-0.778,162,0,66.340125
Swaziland       ,57.87233,1994,112.6907,4.792788,36.91525,0,0.5755,0,55.82768,72.3,3445.915,4.058239,3.608625,4.724647,1.567112,4.0222698,248,248,5,8.1449448,11.1611446,1.22792,7.404051,0,1,0,0,0,2,-0.474,-0.778,162,0,66.340125
Swaziland       ,58.19421,1995,112.2212,4.88323,37.30706,0,0.5755,0,55.82768,72.3,3445.915,4.063786,3.619183,4.720472,1.585807,4.0222698,248,248,5,8.1449448,11.141428,1.2573919,7.4857575,0,0,1,0,0,3,-0.474,-0.778,162,0,66.340125
Swaziland       ,58.51639,1996,119.9732,4.973971,37.69892,0,0.5755,0,55.82768,72.3,3445.915,4.069307,3.629632,4.787268,1.604218,4.0222698,248,248,5,8.1449448,11.4589675,1.2867577,7.6798215,0,0,0,1,0,4,-0.474,-0.778,162,0,66.340125
Swaziland       ,58.83888,1997,117.1611,5.064959,38.09082,0,0.5755,0,55.82768,72.3,3445.915,4.074803,3.639973,4.76355,1.622346,4.0222698,248,248,5,8.1449448,11.3457043,1.3160033,7.7281263,0,0,0,0,1,5,-0.474,-0.778,162,0,66.340125
Seychelles      ,76.964,1997,472.8477,4.514239,59.3708,0,0.444238,1,370.4198,76.2,8014.369,4.343338,4.083803,6.158773,1.507237,5.914637,249,249,1,8.9889913,18.9652424,1.1358817,9.2827305,0,0,0,0,1,5,0.2821003,0.4224937,163,0,80.8019652
Syrian Arab Repu,71.11044,1993,95.06709,5.457739,57.35205,0,0.3679,0,79.23328,33.6,4293.097,4.264234,4.049209,4.554583,1.697035,4.3723964,250,250,5,8.3647637,10.3721132,1.4399639,7.7292868,1,0,0,0,0,1,-1.181,-1.358,164,0,69.9692711
Syrian Arab Repu,71.43849,1994,98.47854,5.59744,57.70459,0,0.3679,0,79.23328,33.6,4293.097,4.268837,4.055337,4.589839,1.722309,4.3723964,250,250,5,8.3647637,10.533311,1.4831741,7.905121,0,1,0,0,0,2,-1.181,-1.358,164,0,69.9692711
Syrian Arab Repu,71.76498,1995,110.7083,5.740866,58.05782,0,0.3679,0,79.23328,33.6,4293.097,4.273396,4.06144,4.706899,1.74761,4.3723964,250,250,5,8.3647637,11.0774491,1.5270704,8.2258238,0,0,1,0,0,3,-1.181,-1.358,164,0,69.9692711
Syrian Arab Repu,72.08989,1996,105.933,5.825082,58.41173,0,0.3679,0,79.23328,33.6,4293.097,4.277914,4.067517,4.662807,1.762173,4.3723964,250,250,5,8.3647637,10.8708846,1.5526268,8.2166726,0,0,0,1,0,4,-1.181,-1.358,164,0,69.9692711
Syrian Arab Repu,72.41325,1997,107.3274,5.909104,58.76633,0,0.3679,0,79.23328,33.6,4293.097,4.282389,4.073569,4.675884,1.776494,4.3723964,250,250,5,8.3647637,10.9319456,1.5779655,8.3066799,0,0,0,0,1,5,-1.181,-1.358,164,0,69.9692711
Chad            ,53.70122,1997,35.7681,2.369252,39.42886,0,0.444238,1,564.9641,79.3,831.8163,3.983436,3.674498,3.577057,0.8625745,6.3367622,251,251,1,6.7236116,6.3976684,0.3720174,3.0854782,0,0,0,0,1,5,-0.714,-0.854,165,0,45.2069533
Togo            ,60.95445,1993,42.56456,3.261572,41.70441,0,0.444238,1,75.84976,42.8,1230.593,4.110127,3.730607,3.751022,1.182209,4.3287545,252,252,5,7.1152514,7.035083,0.6988091,4.434492,1,0,0,0,0,1,-0.374,-1.051,166,0,50.6268031
Togo            ,60.73098,1994,42.72879,3.365321,41.4465,0,0.444238,1,75.84976,42.8,1230.593,4.106454,3.724404,3.754873,1.213523,4.3287545,252,252,5,7.1152514,7.0495356,0.736319,4.5566247,0,1,0,0,0,2,-0.374,-1.051,166,0,50.6268031
Togo            ,60.5076,1995,34.08314,3.472538,41.18855,0,0.444238,1,75.84976,42.8,1230.593,4.102769,3.71816,3.528803,1.244886,4.3287545,252,252,5,7.1152514,6.2262253,0.7748706,4.3929575,0,0,1,0,0,3,-0.374,-1.051,166,0,50.6268031
Togo            ,60.28431,1996,36.37785,3.544693,40.93054,0,0.444238,1,75.84976,42.8,1230.593,4.099072,3.711877,3.59396,1.265452,4.3287545,252,252,5,7.1152514,6.4582742,0.8006844,4.5479839,0,0,0,1,0,4,-0.374,-1.051,166,0,50.6268031
Togo            ,60.06109,1997,34.45659,3.6175,40.67249,0,0.444238,1,75.84976,42.8,1230.593,4.095362,3.705552,3.5397,1.285783,4.3287545,252,252,5,7.1152514,6.264738,0.826619,4.5512861,0,0,0,0,1,5,-0.374,-1.051,166,0,50.6268031
Thailand        ,80.55582,1993,267.0333,5.834805,60.04078,0,0.3988,1,117.6426,33,6130.667,4.38895,4.095024,5.587373,1.763841,4.7676512,253,253,5,8.7210588,15.6093685,1.5555675,9.8552376,1,0,0,0,0,1,0.01,0.215,167,0,76.0568672
Thailand        ,80.61804,1994,287.6619,5.912095,60.1013,0,0.3988,1,117.6426,33,6130.667,4.389722,4.096031,5.661786,1.777,4.7676512,253,253,5,8.7210588,16.0279104,1.5788645,10.0609937,0,1,0,0,0,2,0.01,0.215,167,0,76.0568672
Thailand        ,80.68034,1995,297.5893,5.990597,60.1618,0,0.3988,1,117.6426,33,6130.667,4.390495,4.097038,5.695714,1.790191,4.7676512,253,253,5,8.7210588,16.220579,1.6023919,10.1964159,0,0,1,0,0,3,0.01,0.215,167,0,76.0568672
